,Date,AveragePrice,Total Sold Volume,type,year,region
11258,2015-12-27,1.62,8704.72,organic,2015,SanDiego
11259,2015-12-20,1.23,11727.34,organic,2015,SanDiego
11260,2015-12-13,1.27,12242.29,organic,2015,SanDiego
11261,2015-12-06,1.83,5564.87,organic,2015,SanDiego
11262,2015-11-29,1.87,7022.99,organic,2015,SanDiego
11263,2015-11-22,1.85,7438.22,organic,2015,SanDiego
11264,2015-11-15,1.68,8438.39,organic,2015,SanDiego
11265,2015-11-08,1.82,8902.22,organic,2015,SanDiego
11266,2015-11-01,1.64,9456.39,organic,2015,SanDiego
11267,2015-10-25,1.65,9164.19,organic,2015,SanDiego
11268,2015-10-18,1.85,7576.11,organic,2015,SanDiego
11269,2015-10-11,1.82,7472.6,organic,2015,SanDiego
11270,2015-10-04,1.85,8490.07,organic,2015,SanDiego
11271,2015-09-27,1.7,8898.69,organic,2015,SanDiego
11272,2015-09-20,1.69,10284.23,organic,2015,SanDiego
11273,2015-09-13,1.81,10361.87,organic,2015,SanDiego
11274,2015-09-06,1.85,9341.22,organic,2015,SanDiego
11275,2015-08-30,1.88,9085.45,organic,2015,SanDiego
11276,2015-08-23,1.74,10817.27,organic,2015,SanDiego
11277,2015-08-16,1.82,9064.11,organic,2015,SanDiego
11278,2015-08-09,1.82,8902.03,organic,2015,SanDiego
11279,2015-08-02,1.86,10242.52,organic,2015,SanDiego
11280,2015-07-26,1.71,10276.01,organic,2015,SanDiego
11281,2015-07-19,1.85,9159.44,organic,2015,SanDiego
11282,2015-07-12,1.81,9760.46,organic,2015,SanDiego
11283,2015-07-05,1.55,16352.08,organic,2015,SanDiego
11284,2015-06-28,1.55,12946.65,organic,2015,SanDiego
11285,2015-06-21,1.56,11055.46,organic,2015,SanDiego
11286,2015-06-14,1.53,11438.64,organic,2015,SanDiego
11287,2015-06-07,1.51,10372.71,organic,2015,SanDiego
11288,2015-05-31,1.49,10940.85,organic,2015,SanDiego
11289,2015-05-24,1.51,12044.14,organic,2015,SanDiego
11290,2015-05-17,1.48,10914.03,organic,2015,SanDiego
11291,2015-05-10,1.45,10480.68,organic,2015,SanDiego
11292,2015-05-03,1.41,10506.78,organic,2015,SanDiego
11293,2015-04-26,1.48,10698.67,organic,2015,SanDiego
11294,2015-04-19,1.52,10267.95,organic,2015,SanDiego
11295,2015-04-12,1.49,10665.71,organic,2015,SanDiego
11296,2015-04-05,1.53,11171.13,organic,2015,SanDiego
11297,2015-03-29,1.53,8962.77,organic,2015,SanDiego
11298,2015-03-22,1.16,12951.28,organic,2015,SanDiego
11299,2015-03-15,1.49,8349.37,organic,2015,SanDiego
11300,2015-03-08,1.48,9468.77,organic,2015,SanDiego
11301,2015-03-01,1.09,20407.13,organic,2015,SanDiego
11302,2015-02-22,1.44,11764.76,organic,2015,SanDiego
11303,2015-02-15,1.49,12775.39,organic,2015,SanDiego
11304,2015-02-08,1.29,15054.25,organic,2015,SanDiego
11305,2015-02-01,1.11,18623.99,organic,2015,SanDiego
11306,2015-01-25,1.26,11132.08,organic,2015,SanDiego
11307,2015-01-18,1.29,14473.73,organic,2015,SanDiego
11308,2015-01-11,1.05,20089.52,organic,2015,SanDiego
11309,2015-01-04,1.23,19089.36,organic,2015,SanDiego
11310,2015-12-27,1.88,14081.58,organic,2015,SanFrancisco
11311,2015-12-20,1.87,13703.79,organic,2015,SanFrancisco
11312,2015-12-13,1.94,13713.65,organic,2015,SanFrancisco
11313,2015-12-06,1.92,15144.79,organic,2015,SanFrancisco
11314,2015-11-29,2.58,13218.02,organic,2015,SanFrancisco
11315,2015-11-22,2.04,14355.23,organic,2015,SanFrancisco
11316,2015-11-15,2.02,17078.8,organic,2015,SanFrancisco
11317,2015-11-08,1.98,17886.78,organic,2015,SanFrancisco
11318,2015-11-01,2.01,17582.93,organic,2015,SanFrancisco
11319,2015-10-25,1.94,19311.21,organic,2015,SanFrancisco
11320,2015-10-18,2.79,12642.11,organic,2015,SanFrancisco
11321,2015-10-11,2.66,14031.73,organic,2015,SanFrancisco
11322,2015-10-04,2.59,15346.87,organic,2015,SanFrancisco
11323,2015-09-27,2.74,11798.62,organic,2015,SanFrancisco
11324,2015-09-20,2.79,15197.42,organic,2015,SanFrancisco
11325,2015-09-13,2.73,14802.78,organic,2015,SanFrancisco
11326,2015-09-06,2.73,15510.69,organic,2015,SanFrancisco
11327,2015-08-30,2.77,15201.2,organic,2015,SanFrancisco
11328,2015-08-23,2.71,15111.33,organic,2015,SanFrancisco
11329,2015-08-16,2.73,15289.67,organic,2015,SanFrancisco
11330,2015-08-09,2.72,15564.78,organic,2015,SanFrancisco
11331,2015-08-02,2.76,13936.04,organic,2015,SanFrancisco
11332,2015-07-26,2.75,15953.01,organic,2015,SanFrancisco
11333,2015-07-19,2.36,19558.81,organic,2015,SanFrancisco
11334,2015-07-12,2.09,23141.66,organic,2015,SanFrancisco
11335,2015-07-05,1.96,23306.75,organic,2015,SanFrancisco
11336,2015-06-28,1.96,19868.9,organic,2015,SanFrancisco
11337,2015-06-21,1.95,23502.62,organic,2015,SanFrancisco
11338,2015-06-14,1.95,23972.69,organic,2015,SanFrancisco
11339,2015-06-07,1.96,22886.87,organic,2015,SanFrancisco
11340,2015-05-31,1.54,24581.46,organic,2015,SanFrancisco
11341,2015-05-24,1.52,29319.95,organic,2015,SanFrancisco
11342,2015-05-17,1.53,31271.46,organic,2015,SanFrancisco
11343,2015-05-10,1.48,33676.05,organic,2015,SanFrancisco
11344,2015-05-03,1.55,29248.72,organic,2015,SanFrancisco
11345,2015-04-26,1.52,31950.47,organic,2015,SanFrancisco
11346,2015-04-19,1.55,28984.95,organic,2015,SanFrancisco
11347,2015-04-12,1.54,28220.45,organic,2015,SanFrancisco
11348,2015-04-05,1.55,26530.7,organic,2015,SanFrancisco
11349,2015-03-29,1.55,28094.96,organic,2015,SanFrancisco
11350,2015-03-22,1.34,21370.71,organic,2015,SanFrancisco
11351,2015-03-15,1.56,21389.7,organic,2015,SanFrancisco
11352,2015-03-08,1.56,20111.3,organic,2015,SanFrancisco
11353,2015-03-01,1.09,49820.01,organic,2015,SanFrancisco
11354,2015-02-22,1.39,37223.45,organic,2015,SanFrancisco
11355,2015-02-15,1.55,24986.4,organic,2015,SanFrancisco
11356,2015-02-08,1.35,27556.76,organic,2015,SanFrancisco
11357,2015-02-01,1.06,57802.02,organic,2015,SanFrancisco
11358,2015-01-25,1.34,27146.81,organic,2015,SanFrancisco
11359,2015-01-18,1.27,41482.48,organic,2015,SanFrancisco
11360,2015-01-11,1.12,29676.78,organic,2015,SanFrancisco
11361,2015-01-04,1.18,22630.58,organic,2015,SanFrancisco
11362,2015-12-27,1.51,21378.66,organic,2015,Seattle
11363,2015-12-20,1.55,22819.1,organic,2015,Seattle
11364,2015-12-13,1.03,53336.93,organic,2015,Seattle
11365,2015-12-06,2.06,16605.6,organic,2015,Seattle
11366,2015-11-29,2.06,17765.82,organic,2015,Seattle
11367,2015-11-22,1.14,64822.88,organic,2015,Seattle
11368,2015-11-15,1.5,27437.74,organic,2015,Seattle
11369,2015-11-08,1.46,31602.66,organic,2015,Seattle
11370,2015-11-01,1.25,55167.3,organic,2015,Seattle
11371,2015-10-25,1.74,25757.73,organic,2015,Seattle
11372,2015-10-18,1.88,23132.95,organic,2015,Seattle
11373,2015-10-11,1.75,26750.05,organic,2015,Seattle
11374,2015-10-04,1.73,34022.57,organic,2015,Seattle
11375,2015-09-27,1.75,24607.2,organic,2015,Seattle
11376,2015-09-20,1.97,17859.24,organic,2015,Seattle
11377,2015-09-13,2.11,22913.05,organic,2015,Seattle
11378,2015-09-06,1.99,23890.32,organic,2015,Seattle
11379,2015-08-30,1.58,48176.23,organic,2015,Seattle
11380,2015-08-23,1.9,34978.87,organic,2015,Seattle
11381,2015-08-16,1.7,47726.72,organic,2015,Seattle
11382,2015-08-09,1.96,27798.35,organic,2015,Seattle
11383,2015-08-02,2.04,26756.69,organic,2015,Seattle
11384,2015-07-26,2.2,27737.07,organic,2015,Seattle
11385,2015-07-19,1.64,49484.06,organic,2015,Seattle
11386,2015-07-12,2.23,25100.98,organic,2015,Seattle
11387,2015-07-05,1.98,29929.57,organic,2015,Seattle
11388,2015-06-28,1.71,46229.47,organic,2015,Seattle
11389,2015-06-21,1.75,38093.47,organic,2015,Seattle
11390,2015-06-14,2.03,31901.63,organic,2015,Seattle
11391,2015-06-07,2.01,33404.92,organic,2015,Seattle
11392,2015-05-31,1.65,53822.93,organic,2015,Seattle
11393,2015-05-24,1.85,30993.39,organic,2015,Seattle
11394,2015-05-17,1.81,33553.42,organic,2015,Seattle
11395,2015-05-10,1.66,37079.86,organic,2015,Seattle
11396,2015-05-03,1.56,37257.59,organic,2015,Seattle
11397,2015-04-26,1.66,39909.48,organic,2015,Seattle
11398,2015-04-19,1.76,36734.87,organic,2015,Seattle
11399,2015-04-12,1.59,61024.8,organic,2015,Seattle
11400,2015-04-05,1.92,29692.3,organic,2015,Seattle
11401,2015-03-29,1.56,56106.52,organic,2015,Seattle
11402,2015-03-22,1.53,51355.58,organic,2015,Seattle
11403,2015-03-15,1.8,26717.98,organic,2015,Seattle
11404,2015-03-08,1.62,47476.51,organic,2015,Seattle
11405,2015-03-01,1.71,24530.11,organic,2015,Seattle
11406,2015-02-22,1.5,35183.3,organic,2015,Seattle
11407,2015-02-15,1.59,37469.0,organic,2015,Seattle
11408,2015-02-08,1.4,54484.31,organic,2015,Seattle
11409,2015-02-01,1.44,40334.59,organic,2015,Seattle
11410,2015-01-25,1.7,29354.75,organic,2015,Seattle
11411,2015-01-18,1.45,44616.23,organic,2015,Seattle
11412,2015-01-11,1.46,46687.01,organic,2015,Seattle
11413,2015-01-04,1.49,33795.91,organic,2015,Seattle
11414,2015-12-27,1.71,3617.71,organic,2015,SouthCarolina
11415,2015-12-20,1.77,3240.71,organic,2015,SouthCarolina
11416,2015-12-13,1.74,3893.76,organic,2015,SouthCarolina
11417,2015-12-06,1.73,3775.9,organic,2015,SouthCarolina
11418,2015-11-29,1.71,3543.38,organic,2015,SouthCarolina
11419,2015-11-22,1.89,3128.95,organic,2015,SouthCarolina
11420,2015-11-15,1.82,3595.26,organic,2015,SouthCarolina
11421,2015-11-08,1.74,4719.1,organic,2015,SouthCarolina
11422,2015-11-01,1.75,4052.15,organic,2015,SouthCarolina
11423,2015-10-25,1.77,4663.44,organic,2015,SouthCarolina
11424,2015-10-18,1.84,4333.43,organic,2015,SouthCarolina
11425,2015-10-11,1.79,4198.66,organic,2015,SouthCarolina
11426,2015-10-04,1.96,3776.95,organic,2015,SouthCarolina
11427,2015-09-27,2.06,2725.27,organic,2015,SouthCarolina
11428,2015-09-20,1.91,3850.51,organic,2015,SouthCarolina
11429,2015-09-13,1.98,3338.53,organic,2015,SouthCarolina
11430,2015-09-06,2.0,4032.41,organic,2015,SouthCarolina
11431,2015-08-30,1.92,4295.83,organic,2015,SouthCarolina
11432,2015-08-23,1.91,4907.1,organic,2015,SouthCarolina
11433,2015-08-16,1.97,4371.78,organic,2015,SouthCarolina
11434,2015-08-09,2.0,3813.54,organic,2015,SouthCarolina
11435,2015-08-02,1.94,3856.28,organic,2015,SouthCarolina
11436,2015-07-26,1.81,3851.22,organic,2015,SouthCarolina
11437,2015-07-19,1.79,4076.63,organic,2015,SouthCarolina
11438,2015-07-12,1.84,4614.82,organic,2015,SouthCarolina
11439,2015-07-05,1.84,3840.59,organic,2015,SouthCarolina
11440,2015-06-28,1.9,3772.87,organic,2015,SouthCarolina
11441,2015-06-21,2.07,3191.86,organic,2015,SouthCarolina
11442,2015-06-14,1.99,3921.5,organic,2015,SouthCarolina
11443,2015-06-07,1.95,3556.7,organic,2015,SouthCarolina
11444,2015-05-31,2.02,3405.9,organic,2015,SouthCarolina
11445,2015-05-24,1.99,3812.69,organic,2015,SouthCarolina
11446,2015-05-17,1.44,5434.12,organic,2015,SouthCarolina
11447,2015-05-10,1.87,3783.3,organic,2015,SouthCarolina
11448,2015-05-03,1.92,3336.76,organic,2015,SouthCarolina
11449,2015-04-26,2.02,3545.7,organic,2015,SouthCarolina
11450,2015-04-19,1.87,4376.04,organic,2015,SouthCarolina
11451,2015-04-12,1.94,4030.76,organic,2015,SouthCarolina
11452,2015-04-05,1.97,3601.21,organic,2015,SouthCarolina
11453,2015-03-29,1.93,3194.76,organic,2015,SouthCarolina
11454,2015-03-22,1.77,4156.05,organic,2015,SouthCarolina
11455,2015-03-15,1.5,5224.18,organic,2015,SouthCarolina
11456,2015-03-08,1.53,4954.18,organic,2015,SouthCarolina
11457,2015-03-01,1.52,4830.76,organic,2015,SouthCarolina
11458,2015-02-22,1.69,3614.76,organic,2015,SouthCarolina
11459,2015-02-15,1.72,3363.2,organic,2015,SouthCarolina
11460,2015-02-08,1.56,6072.82,organic,2015,SouthCarolina
11461,2015-02-01,1.66,3977.03,organic,2015,SouthCarolina
11462,2015-01-25,2.01,2865.92,organic,2015,SouthCarolina
11463,2015-01-18,1.93,3024.32,organic,2015,SouthCarolina
11464,2015-01-11,2.06,2304.3,organic,2015,SouthCarolina
11465,2015-01-04,1.86,3351.76,organic,2015,SouthCarolina
11466,2015-12-27,1.39,56297.88,organic,2015,SouthCentral
11467,2015-12-20,1.41,52488.05,organic,2015,SouthCentral
11468,2015-12-13,1.43,59392.62,organic,2015,SouthCentral
11469,2015-12-06,1.49,52066.09,organic,2015,SouthCentral
11470,2015-11-29,1.47,48739.53,organic,2015,SouthCentral
11471,2015-11-22,1.53,49426.32,organic,2015,SouthCentral
11472,2015-11-15,1.5,57245.86,organic,2015,SouthCentral
11473,2015-11-08,1.51,57570.79,organic,2015,SouthCentral
11474,2015-11-01,1.51,57066.49,organic,2015,SouthCentral
11475,2015-10-25,1.52,65708.3,organic,2015,SouthCentral
11476,2015-10-18,1.49,60543.94,organic,2015,SouthCentral
11477,2015-10-11,1.51,59217.48,organic,2015,SouthCentral
11478,2015-10-04,1.55,59719.09,organic,2015,SouthCentral
11479,2015-09-27,1.53,62096.82,organic,2015,SouthCentral
11480,2015-09-20,1.53,66134.27,organic,2015,SouthCentral
11481,2015-09-13,1.5,70718.4,organic,2015,SouthCentral
11482,2015-09-06,1.49,62392.78,organic,2015,SouthCentral
11483,2015-08-30,1.33,75913.85,organic,2015,SouthCentral
11484,2015-08-23,1.39,70321.03,organic,2015,SouthCentral
11485,2015-08-16,1.45,62132.94,organic,2015,SouthCentral
11486,2015-08-09,1.42,79568.82,organic,2015,SouthCentral
11487,2015-08-02,1.37,59918.41,organic,2015,SouthCentral
11488,2015-07-26,1.26,62027.52,organic,2015,SouthCentral
11489,2015-07-19,1.31,56107.03,organic,2015,SouthCentral
11490,2015-07-12,1.27,59760.16,organic,2015,SouthCentral
11491,2015-07-05,1.34,64364.81,organic,2015,SouthCentral
11492,2015-06-28,1.35,55512.87,organic,2015,SouthCentral
11493,2015-06-21,1.4,54782.92,organic,2015,SouthCentral
11494,2015-06-14,1.38,51786.11,organic,2015,SouthCentral
11495,2015-06-07,1.37,49534.9,organic,2015,SouthCentral
11496,2015-05-31,1.41,51748.65,organic,2015,SouthCentral
11497,2015-05-24,1.39,62670.56,organic,2015,SouthCentral
11498,2015-05-17,1.41,56568.67,organic,2015,SouthCentral
11499,2015-05-10,1.4,56625.63,organic,2015,SouthCentral
11500,2015-05-03,1.43,42345.48,organic,2015,SouthCentral
11501,2015-04-26,1.43,61953.59,organic,2015,SouthCentral
11502,2015-04-19,1.39,66454.5,organic,2015,SouthCentral
11503,2015-04-12,1.4,71697.82,organic,2015,SouthCentral
11504,2015-04-05,1.4,76942.46,organic,2015,SouthCentral
11505,2015-03-29,1.42,60007.19,organic,2015,SouthCentral
11506,2015-03-22,1.37,71375.61,organic,2015,SouthCentral
11507,2015-03-15,1.38,66049.13,organic,2015,SouthCentral
11508,2015-03-08,1.44,56752.92,organic,2015,SouthCentral
11509,2015-03-01,1.34,80536.06,organic,2015,SouthCentral
11510,2015-02-22,1.37,81291.05,organic,2015,SouthCentral
11511,2015-02-15,1.39,77922.66,organic,2015,SouthCentral
11512,2015-02-08,1.39,65372.85,organic,2015,SouthCentral
11513,2015-02-01,1.28,64156.46,organic,2015,SouthCentral
11514,2015-01-25,1.37,58961.59,organic,2015,SouthCentral
11515,2015-01-18,1.27,65242.77,organic,2015,SouthCentral
11516,2015-01-11,1.39,53328.53,organic,2015,SouthCentral
11517,2015-01-04,1.35,53494.91,organic,2015,SouthCentral
11518,2015-12-27,1.7,25732.69,organic,2015,Southeast
11519,2015-12-20,1.8,25412.6,organic,2015,Southeast
11520,2015-12-13,1.74,24743.66,organic,2015,Southeast
11521,2015-12-06,1.66,26746.71,organic,2015,Southeast
11522,2015-11-29,1.63,24450.39,organic,2015,Southeast
11523,2015-11-22,1.81,23612.0,organic,2015,Southeast
11524,2015-11-15,1.75,30790.79,organic,2015,Southeast
11525,2015-11-08,1.73,32091.23,organic,2015,Southeast
11526,2015-11-01,1.73,29978.74,organic,2015,Southeast
11527,2015-10-25,1.78,29706.6,organic,2015,Southeast
11528,2015-10-18,1.91,29054.81,organic,2015,Southeast
11529,2015-10-11,1.78,33922.49,organic,2015,Southeast
11530,2015-10-04,1.84,31299.72,organic,2015,Southeast
11531,2015-09-27,2.01,22416.55,organic,2015,Southeast
11532,2015-09-20,1.92,27123.43,organic,2015,Southeast
11533,2015-09-13,1.95,25470.62,organic,2015,Southeast
11534,2015-09-06,1.9,30582.99,organic,2015,Southeast
11535,2015-08-30,1.74,33530.11,organic,2015,Southeast
11536,2015-08-23,1.71,37578.78,organic,2015,Southeast
11537,2015-08-16,1.75,36529.07,organic,2015,Southeast
11538,2015-08-09,1.9,29598.14,organic,2015,Southeast
11539,2015-08-02,1.88,28234.61,organic,2015,Southeast
11540,2015-07-26,1.67,33855.61,organic,2015,Southeast
11541,2015-07-19,1.53,35667.73,organic,2015,Southeast
11542,2015-07-12,1.72,37288.73,organic,2015,Southeast
11543,2015-07-05,1.72,27947.09,organic,2015,Southeast
11544,2015-06-28,1.74,29549.92,organic,2015,Southeast
11545,2015-06-21,1.88,25842.76,organic,2015,Southeast
11546,2015-06-14,1.87,27578.12,organic,2015,Southeast
11547,2015-06-07,1.75,30089.62,organic,2015,Southeast
11548,2015-05-31,1.81,29247.9,organic,2015,Southeast
11549,2015-05-24,1.78,30206.24,organic,2015,Southeast
11550,2015-05-17,1.7,30978.21,organic,2015,Southeast
11551,2015-05-10,1.77,30778.46,organic,2015,Southeast
11552,2015-05-03,1.7,30991.09,organic,2015,Southeast
11553,2015-04-26,1.7,33155.61,organic,2015,Southeast
11554,2015-04-19,1.69,34095.71,organic,2015,Southeast
11555,2015-04-12,1.82,29548.36,organic,2015,Southeast
11556,2015-04-05,1.78,30801.68,organic,2015,Southeast
11557,2015-03-29,1.84,29745.23,organic,2015,Southeast
11558,2015-03-22,1.73,33825.57,organic,2015,Southeast
11559,2015-03-15,1.48,44030.34,organic,2015,Southeast
11560,2015-03-08,1.47,46965.06,organic,2015,Southeast
11561,2015-03-01,1.46,47299.44,organic,2015,Southeast
11562,2015-02-22,1.59,37584.04,organic,2015,Southeast
11563,2015-02-15,1.64,31775.03,organic,2015,Southeast
11564,2015-02-08,1.51,50546.78,organic,2015,Southeast
11565,2015-02-01,1.6,35085.7,organic,2015,Southeast
11566,2015-01-25,1.81,23809.3,organic,2015,Southeast
11567,2015-01-18,1.79,25740.0,organic,2015,Southeast
11568,2015-01-11,1.83,23690.65,organic,2015,Southeast
11569,2015-01-04,1.75,27365.89,organic,2015,Southeast
11570,2015-12-27,1.59,1723.36,organic,2015,Spokane
11571,2015-12-20,1.56,1711.63,organic,2015,Spokane
11572,2015-12-13,1.32,2568.24,organic,2015,Spokane
11573,2015-12-06,2.09,1153.0,organic,2015,Spokane
11574,2015-11-29,1.8,1180.38,organic,2015,Spokane
11575,2015-11-22,1.23,3886.59,organic,2015,Spokane
11576,2015-11-15,1.71,1807.99,organic,2015,Spokane
11577,2015-11-08,1.73,1837.88,organic,2015,Spokane
11578,2015-11-01,1.33,3213.0,organic,2015,Spokane
11579,2015-10-25,1.99,1405.75,organic,2015,Spokane
11580,2015-10-18,1.89,1727.27,organic,2015,Spokane
11581,2015-10-11,1.8,2180.46,organic,2015,Spokane
11582,2015-10-04,1.92,2887.52,organic,2015,Spokane
11583,2015-09-27,1.91,1992.05,organic,2015,Spokane
11584,2015-09-20,2.13,1534.35,organic,2015,Spokane
11585,2015-09-13,2.06,1843.62,organic,2015,Spokane
11586,2015-09-06,2.12,1815.62,organic,2015,Spokane
11587,2015-08-30,1.58,4317.12,organic,2015,Spokane
11588,2015-08-23,2.11,1553.92,organic,2015,Spokane
11589,2015-08-16,1.77,4058.22,organic,2015,Spokane
11590,2015-08-09,2.07,2290.54,organic,2015,Spokane
11591,2015-08-02,2.11,2184.03,organic,2015,Spokane
11592,2015-07-26,2.07,2588.12,organic,2015,Spokane
11593,2015-07-19,1.55,4216.12,organic,2015,Spokane
11594,2015-07-12,2.07,2786.45,organic,2015,Spokane
11595,2015-07-05,1.85,3162.45,organic,2015,Spokane
11596,2015-06-28,1.61,4088.37,organic,2015,Spokane
11597,2015-06-21,1.59,4436.79,organic,2015,Spokane
11598,2015-06-14,1.88,3099.58,organic,2015,Spokane
11599,2015-06-07,1.88,3143.38,organic,2015,Spokane
11600,2015-05-31,1.55,4539.36,organic,2015,Spokane
11601,2015-05-24,1.76,2882.1,organic,2015,Spokane
11602,2015-05-17,1.78,2605.01,organic,2015,Spokane
11603,2015-05-10,1.76,3166.83,organic,2015,Spokane
11604,2015-05-03,1.62,4147.44,organic,2015,Spokane
11605,2015-04-26,1.5,4160.45,organic,2015,Spokane
11606,2015-04-19,1.69,4029.03,organic,2015,Spokane
11607,2015-04-12,1.58,6356.7,organic,2015,Spokane
11608,2015-04-05,1.8,2703.36,organic,2015,Spokane
11609,2015-03-29,1.55,5611.76,organic,2015,Spokane
11610,2015-03-22,1.47,6982.04,organic,2015,Spokane
11611,2015-03-15,1.66,3237.43,organic,2015,Spokane
11612,2015-03-08,1.55,4836.49,organic,2015,Spokane
11613,2015-03-01,1.58,3505.54,organic,2015,Spokane
11614,2015-02-22,1.41,4655.86,organic,2015,Spokane
11615,2015-02-15,1.51,4449.11,organic,2015,Spokane
11616,2015-02-08,1.43,5788.14,organic,2015,Spokane
11617,2015-02-01,1.38,6444.84,organic,2015,Spokane
11618,2015-01-25,1.66,3313.55,organic,2015,Spokane
11619,2015-01-18,1.44,4363.13,organic,2015,Spokane
11620,2015-01-11,1.38,4780.87,organic,2015,Spokane
11621,2015-01-04,1.3,5782.7,organic,2015,Spokane
11622,2015-12-27,1.07,7851.73,organic,2015,StLouis
11623,2015-12-20,1.34,5230.35,organic,2015,StLouis
11624,2015-12-13,1.8,2368.84,organic,2015,StLouis
11625,2015-12-06,2.12,2339.64,organic,2015,StLouis
11626,2015-11-29,1.58,3886.94,organic,2015,StLouis
11627,2015-11-22,1.35,5054.8,organic,2015,StLouis
11628,2015-11-15,1.25,5712.92,organic,2015,StLouis
11629,2015-11-08,1.48,4963.92,organic,2015,StLouis
11630,2015-11-01,1.04,7189.48,organic,2015,StLouis
11631,2015-10-25,1.2,6581.8,organic,2015,StLouis
11632,2015-10-18,1.26,7031.45,organic,2015,StLouis
11633,2015-10-11,1.57,4180.11,organic,2015,StLouis
11634,2015-10-04,1.52,5141.68,organic,2015,StLouis
11635,2015-09-27,1.94,3327.1,organic,2015,StLouis
11636,2015-09-20,1.91,4036.73,organic,2015,StLouis
11637,2015-09-13,1.87,4096.12,organic,2015,StLouis
11638,2015-09-06,1.96,4167.78,organic,2015,StLouis
11639,2015-08-30,1.92,4241.75,organic,2015,StLouis
11640,2015-08-23,1.97,4065.69,organic,2015,StLouis
11641,2015-08-16,2.07,3522.67,organic,2015,StLouis
11642,2015-08-09,1.97,3502.37,organic,2015,StLouis
11643,2015-08-02,1.87,3956.75,organic,2015,StLouis
11644,2015-07-26,1.91,3005.89,organic,2015,StLouis
11645,2015-07-19,1.86,3095.1,organic,2015,StLouis
11646,2015-07-12,1.92,4163.22,organic,2015,StLouis
11647,2015-07-05,1.86,4129.23,organic,2015,StLouis
11648,2015-06-28,2.0,3134.16,organic,2015,StLouis
11649,2015-06-21,1.83,3485.49,organic,2015,StLouis
11650,2015-06-14,1.85,2937.84,organic,2015,StLouis
11651,2015-06-07,1.92,3892.36,organic,2015,StLouis
11652,2015-05-31,2.06,3762.06,organic,2015,StLouis
11653,2015-05-24,2.04,4105.58,organic,2015,StLouis
11654,2015-05-17,2.01,3450.38,organic,2015,StLouis
11655,2015-05-10,2.0,3593.05,organic,2015,StLouis
11656,2015-05-03,2.0,3240.47,organic,2015,StLouis
11657,2015-04-26,2.03,3030.87,organic,2015,StLouis
11658,2015-04-19,2.09,3324.7,organic,2015,StLouis
11659,2015-04-12,2.05,3217.19,organic,2015,StLouis
11660,2015-04-05,2.13,3420.17,organic,2015,StLouis
11661,2015-03-29,2.09,3137.41,organic,2015,StLouis
11662,2015-03-22,1.83,3795.21,organic,2015,StLouis
11663,2015-03-15,1.81,3409.93,organic,2015,StLouis
11664,2015-03-08,1.65,2261.62,organic,2015,StLouis
11665,2015-03-01,1.85,3534.37,organic,2015,StLouis
11666,2015-02-22,1.8,3091.01,organic,2015,StLouis
11667,2015-02-15,1.82,4234.28,organic,2015,StLouis
11668,2015-02-08,1.89,3707.77,organic,2015,StLouis
11669,2015-02-01,1.93,2688.02,organic,2015,StLouis
11670,2015-01-25,1.93,4131.86,organic,2015,StLouis
11671,2015-01-18,1.92,2923.4,organic,2015,StLouis
11672,2015-01-11,1.84,3762.18,organic,2015,StLouis
11673,2015-01-04,1.8,3597.07,organic,2015,StLouis
11674,2015-12-27,1.54,1652.19,organic,2015,Syracuse
11675,2015-12-20,1.53,2491.77,organic,2015,Syracuse
11676,2015-12-13,1.53,2134.92,organic,2015,Syracuse
11677,2015-12-06,1.56,1803.0,organic,2015,Syracuse
11678,2015-11-29,1.59,1023.37,organic,2015,Syracuse
11679,2015-11-22,1.63,1052.37,organic,2015,Syracuse
11680,2015-11-15,1.64,1350.16,organic,2015,Syracuse
11681,2015-11-08,1.6,1552.91,organic,2015,Syracuse
11682,2015-11-01,1.65,1038.67,organic,2015,Syracuse
11683,2015-10-25,1.6,1566.33,organic,2015,Syracuse
11684,2015-10-18,1.61,1398.54,organic,2015,Syracuse
11685,2015-10-11,1.57,1599.13,organic,2015,Syracuse
11686,2015-10-04,1.64,1130.91,organic,2015,Syracuse
11687,2015-09-27,1.72,657.42,organic,2015,Syracuse
11688,2015-09-20,1.68,876.35,organic,2015,Syracuse
11689,2015-09-13,1.61,1602.4,organic,2015,Syracuse
11690,2015-09-06,1.6,2097.4,organic,2015,Syracuse
11691,2015-08-30,1.68,940.43,organic,2015,Syracuse
11692,2015-08-23,1.62,1617.91,organic,2015,Syracuse
11693,2015-08-16,1.86,588.87,organic,2015,Syracuse
11694,2015-08-09,1.66,1295.6,organic,2015,Syracuse
11695,2015-08-02,1.98,894.87,organic,2015,Syracuse
11696,2015-07-26,1.92,1069.67,organic,2015,Syracuse
11697,2015-07-19,2.07,482.26,organic,2015,Syracuse
11698,2015-07-12,2.05,419.98,organic,2015,Syracuse
11699,2015-07-05,1.84,1014.02,organic,2015,Syracuse
11700,2015-06-28,1.86,1643.24,organic,2015,Syracuse
11701,2015-06-21,1.88,896.16,organic,2015,Syracuse
11702,2015-06-14,1.91,1365.23,organic,2015,Syracuse
11703,2015-06-07,1.77,2145.03,organic,2015,Syracuse
11704,2015-05-31,1.81,2520.87,organic,2015,Syracuse
11705,2015-05-24,1.8,2279.15,organic,2015,Syracuse
11706,2015-05-17,1.74,2080.23,organic,2015,Syracuse
